tanggal,medan,pekanbaru,batam,palembang,bandung,jakarta,yogyakarta,surabaya,balikpapan,makassar
2021-12-08,42500,83950,89250,63550,54600,64650,66850,49700,96150.0,28800
2021-12-09,42500,83950,89250,63550,54600,64650,66850,49700,96150.0,28800
2021-12-10,49600,-,-,-,-,-,-,-,96150.0,-
2021-12-11,,,,,,,,,,
2021-12-12,,,,,,,,,,
2021-12-13,49600,-,-,-,-,-,-,-,96150.0,-
2021-12-14,42500,83950,89250,63550,54600,64650,66850,49700,96150.0,28800
2021-12-15,42500,73950,83950,68700,73900,70550,74450,55700,96150.0,59800
2021-12-16,42500,73950,83950,68700,73900,70550,74450,55700,96150.0,59800
2021-12-17,-,-,-,-,-,-,-,-,96150.0,-
2021-12-18,,,,,,,,,,
2021-12-19,,,,,,,,,,
2021-12-20,-,-,-,-,-,-,-,-,96150.0,-
2021-12-21,42500,73950,83950,68700,73900,70550,74450,55700,96150.0,59800
2021-12-22,42500,83950,83050,69250,71500,76800,74450,55700,109900.0,59800
2021-12-23,42500,83950,83050,69250,71500,76800,74450,55700,109900.0,59800
2021-12-24,-,-,-,-,-,-,-,-,109900.0,-
2021-12-25,,,,,,,,,,
2021-12-26,,,,,,,,,,
2021-12-27,-,-,-,-,-,-,-,-,109900.0,-
2021-12-28,42500,83950,83050,69250,71500,76800,74450,55700,109900.0,59800
2021-12-29,42500,83950,83050,69250,71500,76800,74450,55700,96150.0,59800
2021-12-30,42500,83950,83050,69250,71500,76800,74450,55700,96150.0,59800
2021-12-31,-,-,-,-,-,-,-,-,96150.0,-
2022-01-01,,,,,,,,,,
2022-01-02,,,,,,,,,,
2022-01-03,42500,83950,83050,69250,71500,76800,74450,55700,96150.0,59800
2022-01-04,42500,83950,83050,69250,71500,76800,74450,55700,96150.0,59800
2022-01-05,29950,82200,87700,64350,68900,80200,79900,69400,96150.0,69450
2022-01-06,29950,82200,87700,64350,68900,80200,79900,69400,96150.0,69450
2022-01-07,29950,82200,87700,64350,68900,80200,79900,69400,96150.0,69450
2022-01-08,,,,,,,,,,
2022-01-09,,,,,,,,,,
2022-01-10,29950,82200,87700,64350,68900,80200,79900,69400,96150.0,69450
2022-01-11,29950,82200,87700,64350,68900,80200,79900,69400,96150.0,69450
2022-01-12,29950,82200,91800,61850,65300,80200,69200,70650,110200.0,69450
2022-01-13,29950,82200,91800,61850,65300,80200,69200,70650,110200.0,69450
2022-01-14,29950,82200,91800,61850,65300,80200,69200,70650,110200.0,69450
2022-01-15,,,,,,,,,,
2022-01-16,,,,,,,,,,
2022-01-17,29950,82200,91800,61850,65300,80200,69200,70650,110200.0,69450
2022-01-18,29950,82200,91800,61850,65300,80200,69200,70650,110200.0,69450
2022-01-19,29950,82200,82450,60200,62300,64900,67200,65650,102200.0,67700
2022-01-20,29950,82200,82450,60200,62300,64900,67200,65650,102200.0,67700
2022-01-21,29950,82200,82450,60200,62300,64900,67200,65650,102200.0,67700
2022-01-22,,,,,,,,,,
2022-01-23,,,,,,,,,,
2022-01-24,29950,82200,82450,60200,62300,64900,67200,65650,102200.0,67700
2022-01-25,29950,82200,82450,60200,62300,64900,67200,65650,102200.0,67700
2022-01-26,29950,80200,76950,61100,57250,59900,67200,72650,102200.0,67700
2022-01-27,29950,80200,76950,61100,57250,59900,67200,72650,102200.0,67700
2022-01-28,29950,80200,76950,61100,57250,59900,67200,72650,102200.0,67700
2022-01-29,,,,,,,,,,
2022-01-30,,,,,,,,,,
2022-01-31,29950,80200,76950,61100,57250,59900,67200,72650,102200.0,67700
2022-02-01,,,,,,,,,,
2022-02-02,32050,80200,81650,61100,55500,59900,67200,70900,102200.0,66200
2022-02-03,32050,80200,81650,61100,55500,59900,67200,70900,102200.0,66200
2022-02-04,32050,80200,81650,61100,55500,59900,67200,70900,102200.0,66200
2022-02-05,,,,,,,,,,
2022-02-06,,,,,,,,,,
2022-02-07,32050,80200,81650,61100,55500,59900,67200,70900,102200.0,66200
2022-02-08,32050,80200,81650,61100,55500,59900,67200,70900,102200.0,66200
2022-02-09,32050,80200,83700,61100,53850,57900,67200,70650,102200.0,66200
2022-02-10,32050,80200,83700,61100,53850,57900,67200,70650,102200.0,66200
2022-02-11,32050,80200,83700,61100,53850,57900,67200,70650,102200.0,66200
2022-02-12,,,,,,,,,,
2022-02-13,,,,,,,,,,
2022-02-14,32050,80200,83700,61100,53850,57900,67200,70650,102200.0,66200
2022-02-15,32050,80200,83700,61100,53850,57900,67200,70650,102200.0,66200
2022-02-16,38300,83950,83700,61100,54200,58900,67200,73900,93450.0,66200
2022-02-17,38300,83950,83700,61100,54200,58900,67200,73900,93450.0,66200
2022-02-18,38300,83950,83700,61100,54200,58900,67200,73900,93450.0,66200
2022-02-19,,,,,,,,,,
2022-02-20,,,,,,,,,,
2022-02-21,38300,83950,83700,61100,54200,58900,67200,73900,93450.0,66200
2022-02-22,38300,83950,83700,61100,54200,58900,67200,73900,93450.0,66200
2022-02-23,43350,76600,90500,65350,56550,63400,63900,65150,85650.0,65700
2022-02-24,43350,76600,90500,65350,56550,63400,63900,65150,85650.0,65700
2022-02-25,43350,76600,90500,65350,56550,63400,63900,65150,85650.0,65700
2022-02-26,,,,,,,,,,
2022-02-27,,,,,,,,,,
2022-02-28,,,,,,,,,,
2022-03-01,43350,76600,90500,65350,56550,63400,63900,65150,85650.0,65700
2022-03-02,48550,77200,92350,65350,56500,62550,64200,65150,85650.0,65700
2022-03-03,,,,,,,,,,
2022-03-04,48550,77200,92350,65350,56500,62550,64200,65150,85650.0,65700
2022-03-05,,,,,,,,,,
2022-03-06,,,,,,,,,,
2022-03-07,48550,77200,92350,65350,56500,62550,64200,65150,85650.0,65700
2022-03-08,48550,77200,92350,65350,56500,62550,64200,65150,85650.0,65700
2022-03-09,62150,82100,97000,69450,62950,72700,65700,66900,93150.0,62200
2022-03-10,62150,82100,97000,69450,62950,72700,65700,66900,93150.0,62200
2022-03-11,62150,82100,97000,69450,62950,72700,65700,66900,93150.0,62200
2022-03-12,,,,,,,,,,
2022-03-13,,,,,,,,,,
2022-03-14,62150,82100,97000,69450,62950,72700,65700,66900,93150.0,62200
2022-03-15,62150,82100,97000,69450,62950,72700,65700,66900,93150.0,62200
2022-03-16,62150,93100,95950,71950,63950,76700,64450,66650,93150.0,62200
2022-03-17,62150,93100,95950,71950,63950,76700,64450,66650,93150.0,62200
2022-03-18,62150,93100,95950,71950,63950,76700,64450,66650,93150.0,62200
2022-03-19,,,,,,,,,,
2022-03-20,,,,,,,,,,
2022-03-21,62150,93100,95950,71950,63950,76700,64450,66650,93150.0,62200
2022-03-22,62150,93100,95950,71950,63950,76700,64450,66650,93150.0,62200
2022-03-23,61000,92100,96300,71950,68450,76700,66950,69050,93150.0,61750
2022-03-24,61000,92100,96300,71950,68450,76700,66950,69050,93150.0,61750
2022-03-25,61000,92100,96300,71950,68450,76700,66950,69050,93150.0,61750
2022-03-26,,,,,,,,,,
2022-03-27,,,,,,,,,,
2022-03-28,61000,92100,96300,71950,68450,76700,66950,69050,93150.0,61750
2022-03-29,61000,92100,96300,71950,68450,76700,66950,69050,93150.0,61750
2022-03-30,61000,92100,96300,71950,68450,76700,66950,69050,108150.0,61750
2022-03-31,61000,92100,96300,71950,68450,76700,66950,69050,108150.0,61750
2022-04-01,61000,92100,96300,71950,68450,76700,66950,69050,108150.0,61750
2022-04-02,,,,,,,,,,
2022-04-03,,,,,,,,,,
2022-04-04,61000,92100,96300,71950,68450,76700,66950,69050,108150.0,61750
2022-04-05,61000,92100,96300,71950,68450,76700,66950,69050,108150.0,61750
2022-04-06,59850,81200,98050,70850,68900,80400,75600,71450,116400.0,66950
2022-04-07,59850,81200,98050,70850,68900,80400,75600,71450,116400.0,66950
2022-04-08,59850,81200,98050,70850,68900,80400,75600,71450,116400.0,66950
2022-04-09,,,,,,,,,,
2022-04-10,,,,,,,,,,
2022-04-11,59850,81200,98050,70850,68900,80400,75600,71450,116400.0,66950
2022-04-12,59850,81200,98050,70850,68900,80400,75600,71450,116400.0,66950
2022-04-13,46900,79450,95300,68950,73150,88200,75600,70350,105150.0,84850
2022-04-14,46900,79450,95300,68950,73150,88200,75600,70350,105150.0,84850
2022-04-15,,,,,,,,,,
2022-04-16,,,,,,,,,,
2022-04-17,,,,,,,,,,
2022-04-18,46900,79450,95300,68950,73150,88200,75600,70350,105150.0,84850
2022-04-19,46900,79450,95300,68950,73150,88200,75600,70350,105150.0,84850
2022-04-20,46900,79450,91250,74500,70900,89900,77750,70350,99400.0,81000
2022-04-21,46900,79450,91250,74500,70900,89900,77750,70350,99400.0,81000
2022-04-22,46900,79450,91250,74500,70900,89900,77750,70350,99400.0,81000
2022-04-23,,,,,,,,,,
2022-04-24,,,,,,,,,,
2022-04-25,46900,79450,91250,74500,70900,89900,77750,70350,99400.0,81000
2022-04-26,46900,79450,91250,74500,70900,89900,77750,70350,99400.0,81000
2022-04-27,42500,77450,80200,72600,70350,85150,67000,68850,99400.0,81000
2022-04-28,42500,77450,80200,72600,70350,85150,67000,68850,99400.0,81000
2022-04-29,42500,77450,80200,72600,70350,85150,67000,68850,99400.0,81000
2022-04-30,,,,,,,,,,
2022-05-01,,,,,,,,,,
2022-05-02,,,,,,,,,,
2022-05-03,,,,,,,,,,
2022-05-04,,,,,,,,,,
2022-05-05,,,,,,,,,,
2022-05-06,,,,,,,,,,
2022-05-07,,,,,,,,,,
2022-05-08,,,,,,,,,,
2022-05-09,42500,77450,86450,83750,80850,79500,67000,68850,99400.0,77850
2022-05-10,42500,77450,86450,83750,80850,79500,67000,68850,99400.0,77850
2022-05-11,36550,77700,86450,81400,80850,79500,70950,68850,99400.0,73750
2022-05-12,36550,77700,86450,81400,80850,79500,70950,68850,99400.0,73750
2022-05-13,36550,77700,86450,81400,80850,79500,70950,68850,99400.0,73750
2022-05-14,,,,,,,,,,
2022-05-15,,,,,,,,,,
2022-05-16,,,,,,,,,,
2022-05-17,36550,77700,86450,81400,80850,79500,70950,68850,99400.0,73750
2022-05-18,36550,77700,85950,71400,72850,78000,65350,66850,129700.0,50750
2022-05-19,36550,77700,85950,71400,72850,78000,65350,66850,129700.0,50750
2022-05-20,36550,77700,85950,71400,72850,78000,65350,66850,129700.0,50750
2022-05-21,,,,,,,,,,
2022-05-22,,,,,,,,,,
2022-05-23,36550,77700,85950,71400,72850,78000,65350,66850,129700.0,50750
2022-05-24,36550,77700,85950,71400,72850,78000,65350,66850,129700.0,50750
2022-05-25,45950,77700,87800,73900,71150,78250,65300,66850,131200.0,61600
2022-05-26,,,,,,,,,,
2022-05-27,45950,77700,87800,73900,71150,78250,65300,66850,131200.0,61600
2022-05-28,,,,,,,,,,
2022-05-29,,,,,,,,,,
2022-05-30,45950,77700,87800,73900,71150,78250,65300,66850,131200.0,61600
2022-05-31,45950,77700,87800,73900,71150,78250,65300,66850,131200.0,61600
2022-06-01,,,,,,,,,,
2022-06-02,59250,81950,94300,80850,73800,82000,67850,67350,131200.0,61400
2022-06-03,59250,81950,94300,80850,73800,82000,67850,67350,131200.0,61400
2022-06-04,,,,,,,,,,
2022-06-05,,,,,,,,,,
2022-06-06,59250,81950,94300,80850,73800,82000,67850,67350,131200.0,61400
2022-06-07,59250,81950,94300,80850,73800,82000,67850,67350,131200.0,61400
2022-06-08,64550,81950,95200,89850,82050,84550,75350,75600,131200.0,61400
2022-06-09,64550,81950,95200,89850,82050,84550,75350,75600,131200.0,61400
2022-06-10,64550,81950,95200,89850,82050,84550,75350,75600,131200.0,61400
2022-06-11,,,,,,,,,,
2022-06-12,,,,,,,,,,
2022-06-13,64550,81950,95200,89850,82050,84550,75350,75600,131200.0,61400
2022-06-14,64550,81950,95200,89850,82050,84550,75350,75600,131200.0,61400
2022-06-15,97250,94200,106600,98450,93800,96650,75350,88350,131200.0,57400
2022-06-16,97250,94200,106600,98450,93800,96650,75350,88350,131200.0,57400
2022-06-17,97250,94200,106600,98450,93800,96650,75350,88350,131200.0,57400
2022-06-18,,,,,,,,,,
2022-06-19,,,,,,,,,,
2022-06-20,97250,94200,106600,98450,93800,96650,75350,88350,131200.0,57400
2022-06-21,97250,94200,106600,98450,93800,96650,75350,88350,131200.0,57400
2022-06-22,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-06-23,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-06-24,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-06-25,,,,,,,,,,
2022-06-26,,,,,,,,,,
2022-06-27,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-06-28,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-06-29,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-06-30,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-07-01,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-07-02,,,,,,,,,,
2022-07-03,,,,,,,,,,
2022-07-04,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-07-05,91500,114450,117900,113650,98400,98650,85350,88350,131200.0,57400
2022-07-06,100500,122350,122900,112900,107650,134950,87850,94100,131200.0,60650
2022-07-07,100500,122350,122900,112900,107650,134950,87850,94100,131200.0,60650
2022-07-08,100500,122350,122900,112900,107650,134950,87850,94100,131200.0,60650
2022-07-09,,,,,,,,,,
2022-07-10,,,,,,,,,,
2022-07-11,100500,122350,122900,112900,107650,134950,87850,94100,131200.0,60650
2022-07-12,100500,122350,122900,112900,107650,134950,87850,94100,131200.0,60650
2022-07-13,100500,124450,124900,115200,125250,141200,94500,100450,131200.0,60650
2022-07-14,100500,124450,124900,115200,125250,141200,94500,100450,131200.0,60650
2022-07-15,100500,124450,124900,115200,125250,141200,94500,100450,131200.0,60650
2022-07-16,,,,,,,,,,
2022-07-17,,,,,,,,,,
2022-07-18,100500,124450,124900,115200,125250,141200,94500,100450,131200.0,60650
2022-07-19,100500,124450,124900,115200,125250,141200,94500,100450,131200.0,60650
2022-07-20,100500,132200,124900,126100,132800,140950,98450,100950,137450.0,60550
2022-07-21,100500,132200,124900,126100,132800,140950,98450,100950,137450.0,60550
2022-07-22,100500,132200,124900,126100,132800,140950,98450,100950,137450.0,60550
2022-07-23,,,,,,,,,,
2022-07-24,,,,,,,,,,
2022-07-25,100500,132200,124900,126100,132800,140950,98450,100950,137450.0,60550
2022-07-26,100500,132200,124900,126100,132800,140950,98450,100950,137450.0,60550
2022-07-27,95500,118700,119100,124750,131050,141700,100950,100950,137450.0,60550
2022-07-28,95500,118700,119100,124750,131050,141700,100950,100950,137450.0,60550
2022-07-29,95500,118700,119100,124750,131050,141700,100950,100950,137450.0,60550
2022-07-30,,,,,,,,,,
2022-07-31,,,,,,,,,,
2022-08-01,95500,118700,119100,124750,131050,141700,100950,100950,137450.0,60550
2022-08-02,95500,118700,119100,124750,131050,141700,100950,100950,137450.0,60550
2022-08-03,114000,113450,114100,119750,126450,142450,96200,99600,137450.0,60550
2022-08-04,114000,113450,114100,119750,126450,142450,96200,99600,137450.0,60550
2022-08-05,114000,113450,114100,119750,126450,142450,96200,99600,137450.0,60550
2022-08-06,,,,,,,,,,
2022-08-07,,,,,,,,,,
2022-08-08,114000,113450,114100,119750,126450,142450,96200,99600,137450.0,60550
2022-08-09,114000,113450,114100,119750,126450,142450,96200,99600,137450.0,60550
2022-08-10,109000,113450,110750,117750,126450,140950,96950,99600,142750.0,60550
2022-08-11,109000,113450,110750,117750,126450,140950,96950,99600,142750.0,60550
2022-08-12,109000,113450,110750,117750,126450,140950,96950,99600,142750.0,60550
2022-08-13,,,,,,,,,,
2022-08-14,,,,,,,,,,
2022-08-15,109000,113450,110750,117750,126450,140950,96950,99600,142750.0,60550
2022-08-16,109000,113450,110750,117750,126450,140950,96950,99600,142750.0,60550
2022-08-17,,,,,,,,,,
2022-08-18,79000,110950,110750,117750,122000,132700,90200,94700,142950.0,64300
2022-08-19,79000,110950,110750,117750,122000,132700,90200,94700,142950.0,64300
2022-08-20,,,,,,,,,,
2022-08-21,,,,,,,,,,
2022-08-22,79000,110950,110750,117750,122000,132700,90200,94700,142950.0,64300
2022-08-23,79000,110950,110750,117750,122000,132700,90200,94700,142950.0,64300
2022-08-24,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-08-25,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-08-26,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-08-27,,,,,,,,,,
2022-08-28,,,,,,,,,,
2022-08-29,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-08-30,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-08-31,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-09-01,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-09-02,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-09-03,,,,,,,,,,
2022-09-04,,,,,,,,,,
2022-09-05,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-09-06,99000,110950,102500,101650,116550,132700,89900,94700,142950.0,71800
2022-09-07,99000,103700,99700,102750,109450,122050,81700,91700,132950.0,71800
2022-09-08,99000,103700,99700,102750,109450,122050,81700,91700,132950.0,71800
2022-09-09,99000,103700,99700,102750,109450,122050,81700,91700,132950.0,71800
2022-09-10,,,,,,,,,,
2022-09-11,,,,,,,,,,
2022-09-12,99000,103700,99700,102750,109450,122050,81700,91700,132950.0,71800
2022-09-13,99000,103700,99700,102750,109450,122050,81700,91700,132950.0,71800
2022-09-14,99000,112950,114550,107600,108700,121550,81700,92850,139450.0,71150
2022-09-15,99000,112950,114550,107600,108700,121550,81700,92850,139450.0,71150
2022-09-16,99000,112950,114550,107600,108700,121550,81700,92850,139450.0,71150
2022-09-17,,,,,,,,,,
2022-09-18,,,,,,,,,,
2022-09-19,99000,112950,114550,107600,108700,121550,81700,92850,139450.0,71150
2022-09-20,99000,112950,114550,107600,108700,121550,81700,92850,139450.0,71150
2022-09-21,59000,115200,113200,107750,103750,126550,89050,90600,139450.0,70000
2022-09-22,59000,115200,113200,107750,103750,126550,89050,90600,139450.0,70000
2022-09-23,59000,115200,113200,107750,103750,126550,89050,90600,139450.0,70000
2022-09-24,,,,,,,,,,
2022-09-25,,,,,,,,,,
2022-09-26,59000,115200,113200,107750,103750,126550,89050,90600,139450.0,70000
2022-09-27,59000,115200,113200,107750,103750,126550,89050,90600,139450.0,70000
2022-09-28,59000,110450,101450,107650,103200,126550,87750,88550,139450.0,70000
2022-09-29,59000,110450,101450,107650,103200,126550,87750,88550,139450.0,70000
2022-09-30,59000,110450,101450,107650,103200,126550,87750,88550,139450.0,70000
2022-10-01,,,,,,,,,,
2022-10-02,,,,,,,,,,
2022-10-03,59000,110450,101450,107650,103200,126550,87750,88550,139450.0,70000
2022-10-04,59000,110450,101450,107650,103200,126550,87750,88550,139450.0,70000
2022-10-05,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-06,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-07,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-08,,,,,,,,,,
2022-10-09,,,,,,,,,,
2022-10-10,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-11,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-12,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-13,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-14,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-15,,,,,,,,,,
2022-10-16,,,,,,,,,,
2022-10-17,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-18,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-19,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-20,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-21,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-22,,,,,,,,,,
2022-10-23,,,,,,,,,,
2022-10-24,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-25,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-26,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-10-27,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-10-28,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-10-29,,,,,,,,,,
2022-10-30,,,,,,,,,,
2022-10-31,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-11-01,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-11-02,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-03,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-04,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-05,,,,,,,,,,
2022-11-06,,,,,,,,,,
2022-11-07,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-08,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-09,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-10,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-11,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-12,,,,,,,,,,
2022-11-13,,,,,,,,,,
2022-11-14,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-15,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-16,40750,74600,84000,80050,75450,96350,70600,77600,125150.0,50050
2022-11-17,40750,74600,84000,80050,75450,96350,70600,77600,125150.0,50050
2022-11-18,40750,74600,84000,80050,75450,96350,70600,77600,125150.0,50050
